Cost Center,L2,L3,Entity,CostBucket,Period,MKT Total Cost,MKT Internal Cost,Manual adjustment,MKT External Cost,Chargeable total cost,Chargeable external cost,Chargeable internal cost,Chargeable internal cost + Markup,Total non chargeable cost,Total cost Post Markup,Dell/EMC,Dell,EMC
U010001447,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,2517294.996,2039008.947,0,478286.0492,2492122.046,473503.1887,2018618.857,2220480.743,25172.94996,4712602.789,EMC,837796.0514,2970367.819
U010001448,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,5467554.055,2132346.082,0,3335207.974,4920798.65,3001687.176,1919111.473,2111022.621,546755.4055,7031821.27,EMC,256270.8196,368779.96
U010001451,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q1 FY25,-8082418.91,-484945.1346,0,-7597473.775,-2424725.673,-2279242.132,-145483.5404,-160031.8944,-5657693.237,-2584757.567,EMC,-633265.604,-3588505.089
U010001452,L2 Mktg Central,L3 Mktg Central,U010,CORPORATE MKT OTHER,Q1 FY25,-2847902.834,-1253077.247,0,-1594825.587,-1253077.247,-701723.2583,-551353.9887,-606489.3875,-1594825.587,-1859566.635,EMC,-669443.9884,-91287.8166
U010001455,L2 Mktg Field Partner APJC,L3 Mktg FP Central APJC,U010,CORPORATE MKT OTHER,Q1 FY25,8659194.511,4935740.871,0,3723453.64,5282108.651,2271306.72,3010801.931,3311882.124,3377085.859,8593990.776,EMC,1284872.064,9422395.133
U010001457,L2 Mktg Brand,L3 Mktg Brand,U010,CORPORATE MKT,Q1 FY25,820319.778,598833.4379,0,221486.3401,164063.9556,44297.26801,119766.6876,131743.3563,656255.8224,295807.3119,EMC,736856.0141,47033.3626
U010001462,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,-3931727.812,-1612008.403,0,-2319719.409,-2870161.303,-1693395.168,-1176766.134,-1294442.747,-1061566.509,-4164604.05,EMC,-225915.5074,-1827861.832
U010001463,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001464,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q1 FY25,6971953.135,3764854.693,0,3207098.442,766914.8448,352780.8286,414134.0162,455547.4178,6205038.29,1222462.263,EMC,886840.8051,3336210.648
U010001465,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q1 FY25,8662360.566,7276382.876,0,1385977.691,1299354.085,207896.6536,1091457.431,1200603.174,7363006.481,2499957.259,EMC,826652.5338,9506504.138
U010001468,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,-3786161.068,-378616.1068,0,-3407544.961,-3293960.129,-2964564.116,-329396.0129,-362335.6142,-492200.9389,-3656295.744,EMC,-1662563.904,-2203863.779
U010001471,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,10867260.78,3477523.449,0,7389737.329,6520356.467,4433842.398,2086514.069,2295165.476,4346904.311,8815521.944,EMC,2641718.076,5879953.136
U010001472,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q1 FY25,-1091518.642,-502098.5754,0,-589420.0668,-316540.4063,-170931.8194,-145608.5869,-160169.4456,-774978.236,-476709.8518,EMC,-92711.84704,-1452485.604
U010001473,L2 Mktg Brand,L3 Mktg Brand Dell Blue,U010,CORPORATE MKT,Q1 FY25,-5447984.608,-1416475.998,0,-4031508.61,-926157.3834,-685356.4637,-240800.9197,-264881.0116,-4521827.225,-1191038.395,EMC,-725832.8101,-1866427.226
U010001474,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q1 FY25,6541705.037,327085.2518,0,6214619.785,850421.6548,807900.572,42521.08274,46773.19101,5691283.382,897194.8458,EMC,551429.7552,2692274.687
U010001476,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q1 FY25,1104135.965,1082053.246,0,22082.7193,607274.7806,12145.49561,595129.285,654642.2135,496861.1842,1261916.994,EMC,59883.69736,605490.7177
U010001479,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,2412611.374,1037422.891,0,1375188.483,1085675.118,618834.8174,466840.3008,513524.3309,1326936.256,1599199.449,EMC,1551578.843,545149.3233
U010001480,L2 Mktg Corp Affairs,L3 Mktg Social Business,U010,CORPORATE MKT OTHER,Q1 FY25,-5815319.4,-930451.104,0,-4884868.296,-2616893.73,-2198190.733,-418702.9968,-460573.2965,-3198425.67,-3077467.026,EMC,-1906661.793,-3701167.011
U010001481,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q1 FY25,-7347387.761,-4188011.024,0,-3159376.737,-3673693.881,-1579688.369,-2094005.512,-2303406.063,-3673693.881,-5977099.944,EMC,-462627.5357,-613250.4542
U010001482,L2 Mktg Central,L3 Mktg Central,U010,CORPORATE MKT OTHER,Q1 FY25,2707870.977,568652.9052,0,2139218.072,135393.5489,106960.9036,28432.64526,31275.90978,2572477.428,166669.4586,EMC,1638027.439,162002.7138
U010001483,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q1 FY25,-6814907.595,-885937.9873,0,-5928969.607,-5792671.456,-5039624.166,-753047.2892,-828352.0181,-1022236.139,-6621023.474,EMC,-4661979.469,-2737987.942
U010001484,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q1 FY25,-5209480.073,-3855015.254,0,-1354464.819,-4740626.866,-1232562.985,-3508063.881,-3858870.269,-468853.2066,-8599497.135,EMC,-1464749.512,-4394248.536
U010001486,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q1 FY25,5092663.908,2953745.066,0,2138918.841,4175984.404,1753913.45,2422070.954,2664278.05,916679.5034,6840262.454,EMC,4708102.596,964310.1703
U010001489,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,8155947.692,5872282.338,0,2283665.354,5953841.815,1667075.708,4286766.107,4715442.718,2202105.877,10669284.53,EMC,2401319.793,5344873.087
U010001490,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,-4106040.909,-3366953.546,0,-739087.3636,-1724537.182,-310416.6927,-1414120.489,-1555532.538,-2381503.727,-3280069.72,EMC,-2525653.684,-754416.0356
U010001491,L2 Mktg Brand,L3 Mktg Campaigns,U010,SBU MKT CS,Q1 FY25,6058267.681,2907968.487,0,3150299.194,1453984.243,756071.8066,697912.4368,767703.6805,4604283.438,2221687.924,EMC,5831930.8,2499398.914
U010001493,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q1 FY25,-3958117.763,-2454033.013,0,-1504084.75,-3166494.21,-1203267.8,-1963226.41,-2159549.051,-791623.5525,-5326043.262,EMC,-3745539.924,-2712287.531
U010001494,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT OTHER,Q1 FY25,803902.7185,0,0,803902.7185,554692.8758,554692.8758,0,0,249209.8427,554692.8758,EMC,88750.86012,297122.4448
U010001495,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,SBU MKT CS,Q1 FY25,-5717820.784,-2401484.729,0,-3316336.055,-3716583.51,-2155618.436,-1560965.074,-1717061.582,-2001237.275,-5433645.091,EMC,-2287146.611,-722256.8245
U010001496,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q1 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001497,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q1 FY25,7809224.338,1171383.651,0,6637840.687,2420859.545,2057730.613,363128.9317,399441.8249,5388364.793,2820301.37,EMC,3638188.767,4822715.342
U010001500,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q1 FY25,7639104.642,2750077.671,0,4889026.971,2902859.764,1857830.249,1045029.515,1149532.466,4736244.878,4052392.23,EMC,7132210.325,2252276.945
U010001503,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q1 FY25,2954491.311,1920419.352,0,1034071.959,531808.4359,186132.9526,345675.4833,380243.0317,2422682.875,912051.4676,EMC,382048.2259,1087368.027
U010001504,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q1 FY25,5716302.089,3258292.191,0,2458009.898,5373323.964,2310529.305,3062794.66,3369074.125,342978.1254,8742398.09,EMC,1757780.041,6612601.108
U010001506,L2 Mktg Corp Affairs,L3 Mktg Corp BU PR,U010,CORPORATE MKT OTHER,Q1 FY25,10400265.09,520013.2545,0,9880251.835,3536090.13,3359285.624,176804.5065,194484.9572,6864174.959,3730575.088,EMC,3739352.911,1527341.33
U010001507,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q1 FY25,2830506.662,2773896.528,0,56610.13323,1556778.664,31135.57328,1525643.091,1678207.4,1273727.998,3234986.064,EMC,945792.2891,465837.9932
U010001508,L2 Mktg Corp Affairs,L3 Mktg Exec Internal Comm,U010,CORPORATE MKT OTHER,Q1 FY25,3409751.076,306877.5968,0,3102873.479,1466192.963,1334235.596,131957.3666,145153.1033,1943558.113,1611346.066,EMC,1028263.629,20984.97202
U010001509,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q1 FY25,-946663.68,-615331.392,0,-331332.288,-94666.368,-33133.2288,-61533.1392,-67686.45312,-851997.312,-162352.8211,EMC,-1559074.141,-15748.22365
U010001510,L2 Mktg Corp Affairs,L3 Mktg Chairman Comms,U010,CORPORATE MKT OTHER,Q1 FY25,4195004.99,461450.5489,0,3733554.441,2936503.493,2613488.109,323015.3842,355316.9227,1258501.497,3291820.416,EMC,155185.8196,315074.2398
U010001511,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT,Q1 FY25,-9948268.172,-4277755.314,0,-5670512.858,-9351372.082,-5330282.086,-4021089.995,-4423198.995,-596896.0903,-13774571.08,EMC,-1172303.921,-293075.9803
U010001512,L2 Mktg Corp Affairs,L3 Mktg Corp BU PR,U010,CORPORATE MKT OTHER,Q1 FY25,-3064354.872,-858019.3643,0,-2206335.508,-949950.0105,-683964.0075,-265986.0029,-292584.6032,-2114404.862,-1242534.614,EMC,-256122.4575,-2589682.626
U010001515,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,2716466.082,488963.8947,0,2227502.187,1195245.076,980100.9623,215144.1137,236658.5251,1521221.006,1431903.601,EMC,984108.2931,577968.3626
U010001517,L2 Mktg Central,L3 Mktg Development,U010,CORPORATE MKT OTHER,Q1 FY25,10094360.73,9488699.088,0,605661.6439,2725477.397,163528.6438,2561948.754,2818143.629,7368883.334,5543621.026,EMC,492766.3135,7720005.578
U010001518,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q1 FY25,3521299.491,2852252.587,0,669046.9032,1197241.827,227475.9471,969765.8797,1066742.468,2324057.664,2263984.295,EMC,3356023.778,1438295.905
U010001526,L2 Mktg BU Mktg,L3 Mktg Services DFS Mktg,U010,CORPORATE MKT OTHER,Q1 FY25,-9069816.975,-7527948.09,0,-1541868.886,0,0,0,0,-9069816.975,0,EMC,-1474797.589,-1474797.589
U010001528,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q1 FY25,8065367.221,7178176.827,0,887190.3943,3226146.888,354876.1577,2871270.731,3158397.804,4839220.333,6384544.692,EMC,124498.6215,354342.2304
U010001531,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,-324370.8663,-230303.3151,0,-94067.55124,-126504.6379,-36686.34498,-89818.29289,-98800.12218,-197866.2285,-225304.76,EMC,-272214.3665,-85962.43153
U010001532,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q1 FY25,10743871.89,10528994.45,0,214877.4378,5049619.788,100992.3958,4948627.393,5443490.132,5694252.102,10493109.92,EMC,8740537.306,10682878.93
U010001534,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q1 FY25,5001195.943,4251016.552,0,750179.3915,3700884.998,555132.7497,3145752.248,3460327.473,1300310.945,7161212.471,EMC,3825442.283,1884173.065
U010001537,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,875891.1339,341597.5422,0,534293.5917,131383.6701,80144.03876,51239.63134,56363.59447,744507.4638,187747.2646,EMC,612181.2473,226423.2011
U010001538,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q1 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001540,L2 Mktg Brand,L3 Mktg Campaigns,U010,CORPORATE MKT,Q1 FY25,8465253.103,1100482.903,0,7364770.199,2031660.745,1767544.848,264115.8968,290527.4865,6433592.358,2322188.231,EMC,4717912.423,410253.2542
U010001541,L2 Mktg BU Mktg,L3 Mktg A PM,U010,CORPORATE MKT OTHER,Q1 FY25,7280959.564,3713289.378,0,3567670.186,6407244.417,3139549.764,3267694.652,3594464.118,873715.1477,10001708.53,EMC,177303.0149,163664.3215
U010001542,L2 Mktg Central,L3 Mktg Development,U010,CORPORATE MKT OTHER,Q1 FY25,-4289774.489,-171590.9796,0,-4118183.509,-2359375.969,-2265000.93,-94375.03876,-103812.5426,-1930398.52,-2463188.512,EMC,-1072158.781,-1480600.222
U010001545,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,SBU MKT CS,Q1 FY25,11043454.41,2208690.882,0,8834763.529,773041.8088,618433.447,154608.3618,170069.1979,10270412.6,943111.0067,EMC,145508.5553,7129919.211
U010001547,L2 Mktg BU Mktg,L3 Mktg Events,U010,CORPORATE MKT OTHER,Q1 FY25,-8757864.372,-3678303.036,0,-5079561.335,-3415567.105,-1981028.921,-1434538.184,-1577992.002,-5342297.267,-4993559.107,EMC,-6378951.66,-407167.1272
U010001548,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,-3586494.646,-179324.7323,0,-3407169.914,-3227845.181,-3066452.922,-161392.2591,-177531.485,-358649.4646,-3405376.666,EMC,-2962677.7,-442698.9666
U010001549,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,5441237.829,2339732.267,0,3101505.563,4897114.046,2791355.006,2105759.04,2316334.944,544123.7829,7213448.99,EMC,4099643.509,3354253.78
U010001550,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,9279275.98,4361259.71,0,4918016.269,5289187.308,2803269.273,2485918.035,2734509.838,3990088.671,8023697.147,EMC,1632892.753,1182439.58
U010001551,L2 Mktg Corp Affairs,L3 Mktg Social Business,U010,CORPORATE MKT OTHER,Q1 FY25,-5164430.236,-2065772.094,0,-3098658.142,-5009497.329,-3005698.397,-2003798.932,-2204178.825,-154932.9071,-7213676.154,EMC,-2204261.456,-621714.7695
U010001553,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,10693345.27,9730944.192,0,962401.074,5239739.181,471576.5263,4768162.654,5244978.92,5453606.086,10484718.1,EMC,7061136.68,4707424.453
U010001559,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,447186.1848,62606.06587,0,384580.1189,156515.1647,134603.0416,21912.12306,24103.33536,290671.0201,180618.5,EMC,321500.9301,39736.07001
U010001564,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q1 FY25,8396441.628,1595323.909,0,6801117.719,6885082.135,5576916.529,1308165.606,1438982.166,1511359.493,8324064.301,EMC,7860149.986,971479.2117
U010001566,L2 Mktg BU Mktg,L3 Mktg Analyst Relations,U010,CORPORATE MKT OTHER,Q1 FY25,11136007.06,3229442.047,0,7906565.013,3674882.33,2609166.454,1065715.876,1172287.463,7461124.73,4847169.793,EMC,4053996.554,9459325.293
U010001567,L2 Mktg Brand,L3 Mktg Digital,U010,CORPORATE MKT,Q1 FY25,-3028132.208,-2997850.886,0,-30281.32208,-211969.2546,-2119.692546,-209849.562,-230834.5182,-2816162.954,-442803.7728,EMC,-107538.0591,-18977.30455
U010001568,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q1 FY25,-7146973.891,-1572334.256,0,-5574639.635,-5574639.635,-4348218.915,-1226420.72,-1349062.792,-1572334.256,-6923702.426,EMC,-2200494.656,-1083825.726
U010001570,L2 Mktg Corp Affairs,L3 Mktg Intl GTMPart Comms,U010,CORPORATE MKT OTHER,Q1 FY25,-8029730.266,-6825270.726,0,-1204459.54,-4416351.646,-662452.7469,-3753898.899,-4129288.789,-3613378.62,-8545640.435,EMC,-1333119.908,-3794264.353
U010001571,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q1 FY25,7294470.836,3209567.168,0,4084903.668,5981466.085,3349621.008,2631845.077,2895029.585,1313004.75,8876495.67,EMC,2408561.325,7225683.976
U010001572,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,-9992441.498,-1199092.98,0,-8793348.518,-8993197.348,-7914013.666,-1079183.682,-1187102.05,-999244.1498,-10180299.4,EMC,-746555.2892,-497703.5261
U010001574,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q1 FY25,7739763.582,5417834.507,0,2321929.075,7197980.131,2159394.039,5038586.092,5542444.701,541783.4507,12740424.83,EMC,832922.3977,263028.1256
U010001575,L2 Mktg BU Mktg,L3 Mktg Strategy Ops SSvs,U010,CORPORATE MKT OTHER,Q1 FY25,-7145890.921,-5145041.463,0,-2000849.458,-786048.0013,-220093.4404,-565954.561,-622550.0171,-6359842.92,-1408598.018,EMC,-128054.3653,-6274663.9
U010001577,L2 Mktg Glb SB GDC,L3 Mktg GFP GBICP,U010,CORPORATE MKT OTHER,Q1 FY25,-258123.0413,-167779.9768,0,-90343.06445,-245216.8892,-85825.91123,-159390.978,-175330.0758,-12906.15206,-420546.965,EMC,-257728.8874,-56574.63382
U010001582,L2 Mktg Glb SB GDC,L3 Mktg CDMT,U010,CORPORATE MKT OTHER,Q1 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
U010001586,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,-2835816.586,-992535.8051,0,-1843280.781,-1814922.615,-1179699.7,-635222.9153,-698745.2068,-1020893.971,-2513667.822,EMC,-919059.7974,-259221.9941
U010001589,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,3349619.05,2780183.812,0,569435.2385,2813680.002,478325.6003,2335354.402,2568889.842,535939.048,5382569.844,EMC,555558.1017,2712430.732
U010001590,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,1462973.229,468151.4333,0,994821.7957,907043.402,616789.5133,290253.8886,319279.2775,555929.827,1226322.679,EMC,11274.25689,364534.3062
U010001594,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q1 FY25,10494415.6,10179583.13,0,314832.4679,7031258.449,210937.7535,6820320.695,7502352.765,3463157.146,14533611.21,EMC,3429498.407,7633399.681
U010001595,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q1 FY25,-6036580.472,-2052437.361,0,-3984143.112,-3078656.041,-2031912.987,-1046743.054,-1151417.359,-2957924.432,-4230073.4,EMC,-930616.1481,-3299457.252
U010001596,L2 Mktg BU Mktg,L3 Mktg Insights,U010,CORPORATE MKT OTHER,Q1 FY25,-1812336.233,-36246.72467,0,-1776089.509,-181233.6233,-177608.9509,-3624.672467,-3987.139713,-1631102.61,-185220.7631,EMC,-1100211.333,-566775.5349
U010001597,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q1 FY25,0,0,0,0,0,0,0,0,0,0,EMC,0,0
IE10001168,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,IE10,CORPORATE MKT OTHER,Q4 FY24,1009810.99,191864.088,0,817946.9016,555396.0443,449870.7959,105525.2484,116077.7733,454414.9453,671473.8176,EMC,76181.75675,70321.62162
IE10001204,L2 Mktg Field Partner EMEA,L3 Mktg FP EMEA,IE10,CORPORATE MKT OTHER,Q4 FY24,1000000,820000,0,180000,620000,111600,508400,559240,380000,1179240,EMC,178027.2,50212.8
U009000052,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U009,CORPORATE MKT OTHER,Q4 FY24,7938413.886,2063987.61,0,5874426.275,2699060.721,1997304.934,701755.7875,771931.3663,5239353.165,3470992.087,Dell,2348024.059,2348024.059
U009000053,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U009,CORPORATE MKT OTHER,Q4 FY24,0,0,0,0,0,0,0,0,0,0,Dell,0,0
U010001426,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,-1920819.306,-595453.9847,0,-1325365.321,-614662.1778,-424116.9027,-190545.2751,-209599.8026,-1306157.128,-824261.9804,EMC,-959750.0435,-431192.0485
U010001427,L2 Mktg BU Mktg,L3 Mktg Executive,U010,CORPORATE MKT OTHER,Q4 FY24,2212516.897,1504511.49,0,708005.4071,1836389.025,587644.4879,1248744.537,1373618.991,376127.8725,3210008.015,EMC,146964.2224,46409.75444
U010001429,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q4 FY24,28656050.4,6590891.592,0,22065158.81,4584968.064,3530425.409,1054542.655,1159996.92,24071082.34,5744964.984,EMC,0,0
U010001430,L2 Mktg Brand,L3 Mktg Digital,U010,CORPORATE MKT,Q4 FY24,14320800,13461552,0,859248,6157944,369476.64,5788467.36,6367314.096,8162856,12525258.1,EMC,1170965.989,576744.4426
U010001432,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,-88050992,-73962833.28,0,-14088158.72,-29937337.28,-4789973.965,-25147363.32,-27662099.65,-58113654.72,-57599436.93,EMC,-28189842.07,-80232627.44
U010001433,L2 Mktg BU Mktg,L3 Mktg GFP Partner,U010,CORPORATE MKT OTHER,Q4 FY24,11653502.4,3262980.672,0,8390521.728,7807846.608,5621649.558,2186197.05,2404816.755,3845655.792,10212663.36,EMC,1792551.062,341438.2975
U010001435,L2 Mktg BU Mktg,L3 Mktg Services DFS Mktg,U010,CORPORATE MKT OTHER,Q4 FY24,9559641,1816331.79,0,7743309.21,6882941.52,5575182.631,1307758.889,1438534.778,2676699.48,8321476.298,EMC,554765.0865,138691.2716
U010001436,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,14014539,5045234.04,0,8969304.96,3643780.14,2332019.29,1311760.85,1442936.935,10370758.86,5086717.075,EMC,6057106.179,986040.5408
U010001437,L2 Mktg Brand,L3 Mktg Experiential,U010,CORPORATE MKT,Q4 FY24,11618964,11618964,0,0,4182827.04,0,4182827.04,4601109.744,7436136.96,8783936.784,EMC,5475320.595,2820619.701
U010001438,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q4 FY24,-2634652.526,-2476573.374,0,-158079.1516,-1027514.485,-61650.86911,-965863.616,-1062449.978,-1607138.041,-2089964.463,EMC,-708980.2524,-737918.2219
U010001439,L2 Mktg BU Mktg,L3 Mktg CSG Pan Dell MSGNG,U010,CORPORATE MKT OTHER,Q4 FY24,7028027.046,4427657.039,0,2600370.007,5762982.177,2132303.406,3630678.772,3993746.649,1265044.868,9756728.826,EMC,3109064.93,4862896.428
U010001440,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,SBU MKT ISG,Q4 FY24,2025649.71,1377441.803,0,648207.9072,1012824.855,324103.9536,688720.9014,757592.9915,1012824.855,1770417.847,EMC,618938.0792,1009846.34
U010001443,L2 Mktg Online,L3 Mktg CSB GLB,U010,SBU MKT CS,Q4 FY24,-3208461.894,-2310092.564,0,-898369.3303,-288761.5705,-80853.23973,-207908.3307,-228699.1638,-2919700.324,-517460.7343,EMC,-445016.2315,-72444.5028
U010001444,L2 Mktg Glb SB GDC,L3 Mktg GFP CGM,U010,CORPORATE MKT OTHER,Q4 FY24,-7320225.701,-1244438.369,0,-6075787.332,-2854888.024,-2369557.06,-485330.964,-533864.0604,-4465337.678,-3388752.084,EMC,-431848.663,-5737417.951
U010001445,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,-7988001.255,-3434840.54,0,-4553160.716,-5991000.941,-3414870.537,-2576130.405,-2833743.445,-1997000.314,-8824744.387,EMC,-2529760.058,-2529760.058
U010001446,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,-7878274.096,-1969568.524,0,-5908705.572,-1812003.042,-1359002.282,-453000.7605,-498300.8366,-6066271.054,-2310303.879,EMC,-2882857.449,-5353878.119
U010001447,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,2567640.896,1771672.218,0,795968.6777,308116.9075,95516.24133,212600.6662,233860.7328,2259523.988,541977.6403,EMC,53746.116,714055.5411
U010001448,L2 Mktg Field Partner AMER,L3 Mktg FP NA,U010,CORPORATE MKT OTHER,Q4 FY24,5522229.596,3423782.349,0,2098447.246,3423782.349,1301037.293,2122745.057,2335019.562,2098447.246,5758801.912,EMC,2665767.982,585168.5813
U010001451,L2 Mktg BU Mktg,L3 Mktg ISG Telecom Mktg,U010,CORPORATE MKT OTHER,Q4 FY24,-7678297.964,-460697.8778,0,-7217600.086,0,0,0,0,-7678297.964,0,EMC,-1694308.585,-1988970.948
U010001452,L2 Mktg Central,L3 Mktg Central,U010,CORPORATE MKT OTHER,Q4 FY24,-3104214.089,-2824834.821,0,-279379.268,-1521064.904,-136895.8413,-1384169.062,-1522585.969,-1583149.185,-3043650.872,EMC,-28573.049,-33542.27492
U010001455,L2 Mktg Field Partner APJC,L3 Mktg FP Central APJC,U010,CORPORATE MKT OTHER,Q4 FY24,7966458.95,3584906.527,0,4381552.422,1354298.021,744863.9118,609434.1096,670377.5206,6612160.928,2024675.542,EMC,221523.324,135772.3599
U010001457,L2 Mktg Brand,L3 Mktg Brand,U010,CORPORATE MKT,Q4 FY24,795710.1847,755924.6754,0,39785.50923,246670.1572,12333.50786,234336.6494,257770.3143,549040.0274,504440.4716,EMC,53698.50181,190385.5973
